budget,keywords,original_language,original_title,overview,popularity,release_date,revenue,runtime,status,vote_count,director,main_genre_top10,opinion
15238800,germany child abuse pastor propaganda children,de,Das weisse Band,"Strange events happen in a small village in the north of Germany during the years just before World War I, which seem to be ritual punishment. The abused and suppressed children of the villagers seem to be at the heart of this mystery.",17.94739,2009-05-21,0,144.0,Released,255,Michael Haneke,Crime,1
0,limousine multiple identities wig penis talking car,en,Holy Motors,"We follow 24 hours in the life of a being moving from life to life like a cold and solitary assassin moving from hit to hit. In each of these interwoven lives, the being possesses an entirely distinct identity: sometimes a man, sometimes a woman, sometimes youthful, sometimes old. By turns murderer, beggar, company chairman, monstrous creature, worker, family man.",9.140936,2012-07-02,641100,115.0,Released,228,Leos Carax,Drama,1
25000000,virgin nudity college costume yoga,en,The House Bunny,"Shelley is living a carefree life until a rival gets her tossed out of the Playboy Mansion. With nowhere to go, fate delivers her to the sorority girls from Zeta Alpha Zeta. Unless they can sign a new pledge class, the seven socially clueless women will lose their house to the scheming girls of Phi Iota Mu. In order to accomplish their goal, they need Shelley to teach them the ways of makeup and men; at the same time, Shelley needs some of what the Zetas have - a sense of individuality. The combination leads all the girls to learn how to stop pretending and start being themselves.",25.838073,2008-08-22,70442940,97.0,Released,529,Fred Wolf,Romance,0
95000000,california spy hero horseback riding sword fight,en,The Mask of Zorro,"It has been twenty years since Don Diego de la Vega fought Spanish oppression in Alta California as the legendary romantic hero, Zorro. Having escaped from prison he transforms troubled bandit Alejandro into his successor, in order to foil the plans of the tyrannical Don Rafael Montero who robbed him of his freedom, his wife and his precious daughter.",31.086791,1998-07-16,250288523,136.0,Released,1183,Martin Campbell,Action,1
12000000,stone age cavemen prehistoric adventure prehistoric times prehistoric man,xx,La Guerre du feu,"A colossal adventure odyssey that turns back the hands of time to the very beginning of man's existence. 80,000 years ago, when man roamed the earth, he was exposed to the many harsh elements of nature. Against the perilous atmosphere of rugged terrain, rival tribes and savage beasts, Quest for Fire examines a peaceful tribe's search for that all important element fire, and the knowledge to create it. Focusing on human dream as well as realistic insights into pre-historic man, the constant struggle for survival is vividly recreated in this sensational production.",6.537986,1981-12-15,55260558,100.0,Released,109,Jean-Jacques Annaud,Adventure,1
61000000,france robbery brothel mayor star,en,Les Misérables,"An adaptation of the successful stage musical based on Victor Hugo's classic novel set in 19th-century France, in which a paroled prisoner named Jean Valjean seeks redemption.",48.356214,2012-12-18,441809770,157.0,Released,1884,Tom Hooper,Drama,1
8000000,oregon olympic games sport runner,en,Prefontaine,"It's the true-life story of legendary track star Steve Prefontaine, the exciting and sometimes controversial ""James Dean of Track,"" whose spirit captured the heart of the nation! Cocky, charismatic, and tough, ""Pre"" was a running rebel who defied rules, pushed limits ... and smashed records ...",8.717235,1997-01-24,589304,106.0,Released,21,Steve James,Drama,1
1000000,independent film woman director,en,Blue Car,"Gifted 18-year-old Meg has been abandoned by her father and neglected by her hardworking mother. Left to care for her emotionally disturbed younger sister, her world begins to unravel. She finds an outlet in writing poetry and support from her English teacher, Mr. Auster. But what started out as a mentoring relationship begins to get a bit more complex.",0.6726949999999999,2002-01-11,464000,92.0,Released,13,Karen Moncrieff,Drama,1
13000000,sister sister relationship exorcism rhode island based on true story farmhouse,en,The Conjuring,"Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives.",49.975409,2013-07-18,318000141,112.0,Released,3092,James Wan,Horror,1
0,independent film woman director,en,Walking and Talking,"Things have been tough lately for Amelia. Her best friend moved out of the apartment, her cat got cancer, and now her best friend, Laura, is getting married. She copes with things, from the help of Andrew, Frank, Laura, and a brief romance with Bill ""The Ugly Guy"".",0.3673119999999999,1996-07-17,0,86.0,Released,7,Nicole Holofcener,Comedy,1
12000000,independent film neighbor masturbation phone sex actress,en,Girl 6,"Girl 6 is a 1996 American film by director Spike Lee about a phone sex operator. Theresa Randle played the title character, and playwright Suzan-Lori Parks wrote the screenplay. The soundtrack is composed entirely of songs written by Prince. The film was screened in the Un Certain Regard section at the 1996 Cannes Film Festival. Directors Quentin Tarantino and Ron Silver make cameo appearances as film directors at a pair of interesting auditions.",2.993939,1996-03-22,4939939,108.0,Released,16,Spike Lee,Comedy,0
0,deportation hitman mission of murder book code,en,Ghost Dog: The Way of the Samurai,An African-American Mafia hit man who models himself after the samurai of old finds himself targeted for death by the mob.,18.223139,1999-09-13,0,116.0,Released,298,Jim Jarmusch,Crime,1
7000000,artificial intelligence rain future dystopia robot,en,Autómata,"Jacq Vaucan, an insurance agent of ROC robotics corporation, routinely investigates the case of manipulating a robot. What he discovers will have profound consequences for the future of humanity.",49.808505,2014-10-09,0,110.0,Released,670,Gabe Ib\u00e1\u00f1ez,Thriller,0
50000000,zoo,en,We Bought a Zoo,"Benjamin has lost his wife and, in a bid to start his life over, purchases a large house that has a zoo – welcome news for his daughter, but his son is not happy about it. The zoo is need of renovation and Benjamin sets about the work with the head keeper and the rest of the staff, but, the zoo soon runs into financial trouble.",38.629763,2011-12-22,120081841,124.0,Released,909,Cameron Crowe,Drama,1
74000000,assistant aftercreditsstinger duringcreditsstinger evil mastermind minions,en,Minions,"Minions Stuart, Kevin and Bob are recruited by Scarlet Overkill, a super-villain who, alongside her inventor husband Herb, hatches a plot to take over the world.",875.581305,2015-06-17,1156730962,91.0,Released,4571,Kyle Balda,others,1
6800000,prison middle east rape muslim militia,fr,Incendies,"A mother's last wishes send twins Jeanne and Simon on a journey to Middle East in search of their tangled roots. Adapted from Wajdi Mouawad's acclaimed play, Incendies tells the powerful and moving tale of two young adults' voyage to the core of deep-rooted hatred, never-ending wars and enduring love.",21.285206,2010-09-04,7103838,130.0,Released,479,Denis Villeneuve,Drama,1
3000000,individual suicide southern usa adultery mississippi,en,Cat on a Hot Tin Roof,"Brick, an alcoholic ex-football player, drinks his days away and resists the affections of his wife, Maggie. His reunion with his father, Big Daddy, who is dying of cancer, jogs a host of memories and revelations for both father and son.",16.553594,1958-02-17,17570324,108.0,Released,165,Richard Brooks,Drama,1
22000000,biography resurrection,en,Son of God,"The life story of Jesus is told from his humble birth through his teachings, crucifixion and ultimate resurrection.",9.175762,2014-02-28,67800064,138.0,Released,83,Christopher Spencer,Drama,0
25000000,suicide drug addiction funeral dysfunctional family based on play,en,August: Osage County,"A look at the lives of the strong-willed women of the Weston family, whose paths have diverged until a family crisis brings them back to the Midwest house they grew up in, and to the dysfunctional woman who raised them.",20.561682,2013-12-26,74188937,121.0,Released,483,John Wells,Comedy,1
26000000,dna genetics gene manipulation genetic engineering biological experiment,en,Splice,"Elsa and Clive, two young rebellious scientists, defy legal and ethical boundaries and forge ahead with a dangerous experiment: splicing together human and animal DNA to create a new organism. Named ""Dren"", the creature rapidly develops from a deformed female infant into a beautiful but dangerous winged human-chimera, who forges a bond with both of her creators - only to have that bond turn deadly.",23.227877,2009-10-06,0,104.0,Released,671,Vincenzo Natali,Horror,0
5000000,martial arts kung fu texas fbi wheelchair,en,Lone Wolf McQuade,"The archetypical renegade Texas Ranger wages war against a drug kingpin with automatic weapons, his wits and martial arts after a gun battle leaves his partner dead. All of this inevitably culminates a martial arts showdown between the drug lord and the ranger, and involving the woman they both love.",8.452666,1983-04-14,12232628,107.0,Released,67,Steve Carver,Action,0
0,,en,The Looking Glass,"Troubled 13-year-old Julie loses her mother and must go to Indiana to live with her grandmother Karen. A former star of stage and screen, Karen has the early stages of Alzheimer's and wants to pass on all she knows to her granddaughter before it's too late. Will their troubled relationship allow this to happen?",0.062979,2015-10-23,0,110.0,Released,1,John D. Hancock,others,1
32000000,car journey macho road trip children pretty woman,en,Are We There Yet?,"The fledgling romance between Nick, a playboy bachelor, and Suzanne, a divorced mother of two, is threatened by a particularly harrowing New Years Eve. When Suzanne's work keeps her in Vancouver for the holiday, Nick offers to bring her kids to the city from Portland, Oregon. The kids, who have never liked any of the men their mom dates, are determined to turn the trip into a nightmare for Nick.",13.590677,2005-01-20,97918663,95.0,Released,221,Brian Levant,Adventure,0
1800000,,en,Dysfunctional Friends,"A group of college friends are reunited after the death of their very successful friend. The will dictates that each person will receive a large sum of money if they can all successfully stay in his mansion for a week. If one person leaves, everyone forfeits the money.",0.21544,2012-02-03,0,101.0,Released,4,Corey Grant,Comedy,0
0,journalist musical concert independent film,en,Masked and Anonymous,"Amidst unrest, organizers put on a benefit concert.",1.7172900000000002,2003-08-08,0,112.0,Released,13,Larry Charles,Drama,0
1100000,civil war narration voodoo necrophilia anthology,en,From a Whisper to a Scream,"The uncle of an executed murderess relates four stories of his hometown, Oldfield, to a reporter. In the first, an elderly man pursues a romance with a younger woman, even to the grave and beyond. In the second, a wounded man on the run from creditors is rescued by a backwoods hermit who holds the secret to eternal life. In the third, a glass-eating carny pays the ultimate price for looking for love on the outside. And in the fourth, a group of Civil War soldiers are held captive by a household of orphans with strange intentions for them.",1.220072,1987-09-25,1400000,99.0,Released,15,Jeff Burr,Comedy,1
0,,en,Her Cry: La Llorona Investigation,"Crew of ""Paranormal Legends"" went to film their 4th season at the place where La Llorona (Weeping woman) was reportedly seen. Only thing that's left was 17 hours of tapes and 2 camcorders.",0.056459,2013-04-19,0,89.0,Released,0,Damir Catic,Horror,0
55000000,tempel shaolin teenager urination staff,en,The Forbidden Kingdom,"An American teenager who is obsessed with Hong Kong cinema and kung-fu classics makes an extraordinary discovery in a Chinatown pawnshop: the legendary stick weapon of the Chinese sage and warrior, the Monkey King. With the lost relic in hand, the teenager unexpectedly finds himself travelling back to ancient China to join a crew of warriors from martial arts lore on a dangerous quest to free the imprisoned Monkey King.",17.097041,2008-04-18,127906624,104.0,Released,461,Rob Minkoff,Action,1
0,manager arena dystopia wrestling sport,en,Rollerball,"From the director of Die Hard comes this high-octane thriller that roars along at a breakneck pace (Los Angeles Times)! Starring Chris Klein (American Pie), Jean Reno (Ronin), LL Cool J (Charlie's Angels) and Rebecca Romijn-Stamos (X-Men), Rollerball goes full-throttle with excitement from its death-defying opening until its explosive end! Jonathan Cross (Klein) is the newest recruit in the most extreme sport of all time where his fast moves and killer looks make him an instant superstar. But Cross life in the fast lane collides with reality when he learns that the league's owner (Reno) is orchestrating serious on-court accidents to boost ratings. Now Cross plans to take down the owner and his ruthless sport before the game puts an end to him!",9.306253,2002-02-08,0,98.0,Released,106,John McTiernan,Action,0
20000000,kung fu magic mafia defense gangster,cn,功夫,"Set in Canton, China in the 1940s, the story revolves in a town ruled by the Axe Gang, Sing who desperately wants to become a member. He stumbles into a slum ruled by eccentric landlords who turns out to be the greatest kung-fu masters in disguise. Sing's actions eventually cause the Axe Gang and the slumlords to engage in an explosive kung-fu battle. Only one side will win and only one hero will emerge as the greatest kung-fu master of all.",13.658985,2004-02-10,100914445,99.0,Released,831,Stephen Chow,Action,1
5000000,,en,Nighthawks,An international terrorist has New York in a grip of panic and it's up to Det. Sgt. Deke DaSilva to take him down.,7.058868,1981-03-17,19905359,99.0,Released,86,Bruce Malmuth,Action,1
500000,sex nightclub nudity musician song,en,Johnny Suede,A struggling young musician and devoted fan of Ricky Nelson wants to be just like his idol and become a rock star.,1.354816,1991-08-18,0,97.0,Released,13,Tom DiCillo,Comedy,0
2000000,revolution political activism loser,en,Bananas,"When a bumbling New Yorker is dumped by his activist girlfriend, he travels to a tiny Latin American nation and becomes involved in its latest rebellion.",5.941852,1971-04-28,11833696,82.0,Released,165,Woody Allen,Comedy,1
80000000,sailboat anonymous letter sailing love letter bottle,en,Message in a Bottle,"A woman finds a romantic letter in a bottle washed ashore and tracks down the author, a widowed shipbuilder whose wife died tragically early. As a deep and mutual attraction blossoms, the man struggles to make peace with his past so that he can move on and find happiness.",10.81051,1999-02-22,118880016,131.0,Released,196,Luis Mandoki,Romance,0
2000000,independent film,en,Full Frontal,"A contemporary comedy set in Los Angeles, Full Frontal traces the complicated relationship among seven friends as they deal with the fragile connections that bind them together. Full Frontal takes place during a twenty-four hour period - a day in the life of missed connections.",1.95686,2002-08-02,2506446,96.0,Released,26,Steven Soderbergh,Comedy,0
0,dictator soldier electronic music score military unit,en,Megaforce,Megaforce is an elite multi-national military unit that does the jobs that individual governments wont. When the peaceful Republic of Sardun in under threat from their more aggressive neighbour the beautiful Major Zara (Persis Khambatta) and General Byrne-White (Edward Mulhare) see the help of Ace Hunter (Barry Bostwick) and Megaforce.,1.110179,1982-06-25,0,99.0,Released,15,Hal Needham,Adventure,0
0,yakuza marine fighting,en,Falcon Rising,"Chapman is an ex-marine in Brazil's slums, battling the yakuza outfit who attacked his sister and left her for dead.",6.9883570000000015,2014-09-05,0,103.0,Released,71,Ernie Barbarash,Adventure,0
45000000,clone mutant post-apocalyptic dystopia conspiracy,en,Resident Evil: Extinction,"Years after the Racoon City catastrophe, survivors travel across the Nevada desert, hoping to make it to Alaska. Alice joins the caravan and their fight against hordes of zombies and the evil Umbrella Corp.",12.06538,2007-09-20,148412065,94.0,Released,1292,Russell Mulcahy,Horror,0
0,,en,The Statement,"The film is set in France in the 1990s, the French were defeated by the Germans early in World War II, an armistice was signed in 1940 which effectively split France into a German occupied part in the North and a semi-independent part in the south which became known as Vichy France. In reality the Vichy government was a puppet regime controlled by the Germans. Part of the agreement was that the Vichy Government would assist with the 'cleansing' of Jews from France. The Vichy government formed a police force called the Milice, who worked with the Germans...",2.653988,2003-12-12,0,120.0,Released,23,Norman Jewison,Drama,0
0,bodyguard princess female assassin soldier heir,en,Royal Kill,"A fearsome warrior from the Kingdom of Samarza arrives in America to assassinate a high school girl. The girl does not know it, but she is the last living heir to the Kingdom. A noble guard arrives in America to protect the young princess.",1.088501,2009-04-10,0,90.0,Released,6,Babar Ahmed,Action,0
30000000,suicide new york corruption journalist inventor,en,The Hudsucker Proxy,A naive business graduate is installed as president of a manufacturing company as part of a stock scam.,14.188982,1994-03-11,0,111.0,Released,275,Joel Coen,Comedy,1
0,women hairdresser sister sister relationship new love unexpected happiness,ar,سكر بنات,"In a beauty salon in Beirut the lives of five women cross paths. The beauty salon is a colorful and sensual microcosm where they share and entrust their hopes, fears and expectations.",4.554574,2007-07-01,0,96.0,Released,52,Nadine Labaki,Drama,1
0,,en,Mutual Friends,"Surprise parties rarely go well. This one is no different, as a group of 30-somethings head through life, love and a day in New York City.",0.136721,2014-04-15,0,0.0,Released,0,Matthew Watts,others,0
25000000,retirement wyatt earp right and justice historical figure,en,Tombstone,"Legendary marshal Wyatt Earp, now a weary gunfighter, joins his brothers Morgan and Virgil to pursue their collective fortune in the thriving mining town of Tombstone. But Earp is forced to don a badge again and get help from his notorious pal Doc Holliday when a gang of renegade brigands and rustlers begins terrorizing the town.",30.537845,1993-12-25,56505065,130.0,Released,626,George P. Cosmatos,Action,1
3000000,alien martian misunderstanding greedy developer,en,Spaced Invaders,"A crew of Martians overhears a radio broadcast of Orson Welles' ""War of the Worlds"" coming from Earth, and, thinking the Martian fleet is attacking Earth, they land their broken-down ship in a backwater mid-American town. As luck would have it, they land on Halloween and get mistaken for trick-or-treaters. Comedy ensues as the Martians try to get taken seriously.",1.586598,1990-04-27,15369573,100.0,Released,25,Patrick Read Johnson,Comedy,0
55000000,saloon hero liberation of prisoners transport of prisoners wilderness,en,3:10 to Yuma,"In Arizona in the late 1800's, infamous outlaw Ben Wade and his vicious gang of thieves and murderers have plagued the Southern Railroad. When Wade is captured, Civil War veteran Dan Evans, struggling to survive on his drought-plagued ranch, volunteers to deliver him alive to the ""3:10 to Yuma"", a train that will take the killer to trial.",48.80108900000001,2007-09-06,70016220,122.0,Released,1188,James Mangold,others,1
12000000,loss of mother loss of father golf sport taxes,en,Happy Gilmore,"Failed hockey player-turned-golf whiz Happy Gilmore -- whose unconventional approach and antics on the grass courts the ire of rival Shooter McGavin -- is determined to win a PGA tournament so he can save his granny's house with the prize money. Meanwhile, an attractive tour publicist tries to soften Happy's image.",26.598884,1996-02-16,41205099,92.0,Released,755,Dennis Dugan,Comedy,1
38000000,based on novel dystopia alien alien invasion human subjugation,en,The 5th Wave,16-year-old Cassie Sullivan tries to survive in a world devastated by the waves of an alien invasion that has already decimated the population and knocked mankind back to the Stone Age.,57.889964,2016-01-14,109906372,112.0,Released,1945,J Blakeson,Adventure,0
0,photographer grizzly bear wilderness airplane supermodel,en,The Edge,"The plane carrying wealthy Charles Morse crashes down in the Alaskan wilderness. Together with the two other passengers, photographer Robert and assistant Stephen, Charles devises a plan to help them reach civilization. However, his biggest obstacle might not be the elements, or even the Kodiak bear stalking them -- it could be Robert, whom Charles suspects is having an affair with his wife and would not mind seeing him dead.",20.632673,1997-09-06,43312294,117.0,Released,349,Lee Tamahori,Action,1
8500000,,en,Baggage Claim,"Pledging to keep herself from being the oldest and the only woman in her entire family never to wed, Montana embarks on a thirty-day, thirty-thousand-mile expedition to charm a potential suitor into becoming her fiancé.",11.436405,2013-09-27,22456509,96.0,Released,85,David E. Talbert,Comedy,0
0,based on novel suicide attempt dream kidnapping victim of murder,en,In Dreams,"Claire Cooper dreams strange things from time to time. One night, she dreams about a little girl being taken away by a stranger...",3.226243,1999-01-15,0,100.0,Released,44,Neil Jordan,Drama,0
4500000,wheelchair nightmare funeral injection crying,en,After.Life,"A young woman caught between life and death... and a funeral director who appears to have the gift of transitioning the dead, but might just be intent on burying her alive.",14.570359,2010-04-09,3606395,104.0,Released,251,Agnieszka Wojtowicz-Vosloo,Drama,0
2000000,disc jockey loss of family cocaine comeback recording studio,en,It's All Gone Pete Tong,"Its All Gone Pete Tong is a comedy following the tragic life of legendary Frankie Wilde. The story takes us through Frankie's life from one of the best DJ's alive, through subsequent battle with a hearing disorder, culminating in his mysterious disappearance from the scene.",3.911445,2004-09-12,120620,90.0,Released,52,Michael Dowse,Drama,1
17000000,suicide brother brother relationship spy prophecy middle east,en,Southland Tales,"Set in the futuristic landscape of Los Angeles on July 4, 2008, as it stands on the brink of social, economic and environmental disaster. Boxer Santaros is an action star who's stricken with amnesia. His life intertwines with Krysta Now, an adult film star developing her own reality television project, and Ronald Taverner, a Hermosa Beach police officer who holds the key to a vast conspiracy.",9.349386,2006-05-15,374743,144.0,Released,153,Richard Kelly,Action,0
23000000,holiday elves christmas party department store safe,en,Bad Santa,"A miserable conman and his partner pose as Santa and his Little Helper to rob department stores on Christmas Eve. But they run into problems when the conman befriends a troubled kid, and the security boss discovers the plot.",26.58873,2003-11-26,76488889,91.0,Released,656,Terry Zwigoff,Drama,1
4000000,life and death civil war southern usa loss of child marriage proposal,en,Gone with the Wind,An American classic in which a manipulative woman and a roguish man carry on a turbulent love affair in the American south during the Civil War and Reconstruction.,48.98255,1939-12-15,400176459,238.0,Released,970,Victor Fleming,Drama,1
27000000,cairo egypt identity amnesia world war ii,en,The English Patient,"Beginning in the 1930s, ""The English Patient"" tells the story of Count Almásy who is a Hungarian map maker employed by the Royal Geographical Society to chart the vast expanses of the Sahara Desert along with several other prominent explorers. As World War II unfolds, Almásy enters into a world of love, betrayal, and politics that is later revealed in a series of flashbacks while Almásy is on his death bed after being horribly burned in a plane crash.",29.381878000000004,1996-11-14,231976425,162.0,Released,542,Anthony Minghella,Drama,1
60000000,london england terrorist terrorist attack,en,London Has Fallen,"In London for the Prime Minister's funeral, Mike Banning discovers a plot to assassinate all the attending world leaders.",61.849521,2016-03-02,205754447,99.0,Released,1621,Babak Najafi,Action,0
0,coming out arranged marriage gay relationship,en,Chicken Tikka Masala,"Jimi (Chris Bisson), the Chopra family's only son, gets caught off guard when his high-handed parents (Saeed Jaffrey and Jamila Massey) announce an arranged marriage to Simran (Jinder Mahal), a lovely girl from a respectable family. Problem is, Jimi's gay, so to hide his homosexuality, he spins an ever-more elaborate web of deceit -- but how long can he conceal the truth?",0.258413,2005-04-22,0,90.0,Released,5,Harmage Singh Kalirai,Comedy,0
27000000,new jersey martial arts sister sport murder,en,Fight Valley,"When Tory Coro turns up dead, the neighborhood turns up silent. Rumor has it she became yet another victim of the small town known as FIGHT VALLEY. Tory's sister Windsor moves to town to begin her own investigation on her sister's mysterious death after weeks of no leads from the police. She's quick to learn that Tory fought for money to make ends meet. If girl-next-door Windsor is going to make her way into FIGHT VALLEY to find the truth about Tory, she's going to have to fight her way in. ""Jabs"" (Miesha Tate) swore she would never throw a punch in the Valley again. Jabs now finds herself training Windsor to survive the painful, unexpected path she's about to take. Every corner. Every alley. Every doorway. She must follow the last footsteps of her sister in order to come face-to-face with Tory's killer in FIGHT VALLEY.",1.224105,2016-07-22,0,90.0,Released,8,Rob Hawk,Action,0
54000000,italy christianity new york assassination italo-american,en,The Godfather: Part III,"In the midst of trying to legitimize his business dealings in 1979 New York and Italy, aging mafia don, Michael Corleone seeks forgiveness for his sins while taking a young protege under his wing.",59.194915,1990-12-24,136766062,162.0,Released,1546,Francis Ford Coppola,Crime,1
33000000,unemployment contortionist human cannonball,fr,Micmacs à tire-larigot,"A man and his friends come up with an intricate and original plan to destroy two big weapons manufacturers.  Avid movie-watcher and video store clerk Bazil has had his life all but ruined by weapons of war. His father was killed by a landmine in Morocco and one fateful night a stray bullet from a nearby shootout embeds itself in his skull, leaving him on the verge of instantaneous death. Losing his job and his home, Bazil wanders the streets until he meets Slammer, a pardoned convict who introduces him to a band of eccentric junkyard dealers including Calculator, a math expert and statistician, Buster, a record-holder in human cannonball feats, Tiny Pete, an artistic craftsman of automatons, and Elastic Girl, a sassy contortionist. When chance reveals to Bazil the two weapons manufacturers responsible for building the instruments of his destruction, he constructs a complex scheme for revenge that his newfound family is all too happy to help set in motion.",7.6635149999999985,2009-10-28,14000000,100.0,Released,148,Jean-Pierre Jeunet,Action,1
50000000,stupidity sequel fashion male model fashion model,en,Zoolander 2,Derek and Hansel are modelling again when an opposing company attempts to take them out from the business.,37.253774,2016-02-06,55969000,100.0,Released,797,Ben Stiller,Comedy,0
37000000,soulmates vampire forbidden love immortality trust,en,Twilight,"When Bella Swan moves to a small town in the Pacific Northwest to live with her father, she starts school and meets the reclusive Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire. Despite Edward's repeated cautions, Bella can't help but fall in love with him, a fatal move that endangers her own life when a coven of bloodsuckers try to challenge the Cullen clan.",127.084938,2008-11-20,392616625,122.0,Released,3561,Catherine Hardwicke,Adventure,0
75000000,space marine dystopia alien planet genetic engineering,en,Soldier,"Sergeant Todd is a veteran soldier for an elite group of the armed forces. After being defeated by a new breed of genetically engineered soldiers, he is dumped on a waste planet and left for dead. He soon interacts with a group of crash survivors who lead out a peaceful existence. The peace is broken as the new soldiers land on the planet to eliminate the colony, which Sergeant Todd must defend.",11.873856,1998-10-23,14567883,99.0,Released,221,Paul W.S. Anderson,Action,0
45000000,,en,Shadow Conspiracy,"Bobby Bishop (Sheen) is a special assistant to the President of the United States. Accidentally, he meets his friend professor Pochenko on the street. Pochenko has time to tell Bishop about some conspiracy in the White House but then immediately gets killed by an assassin. Now bad guys are after Bobby as the only man who knows about a plot. Bishop must now not only survive, but to stop the conspirators from achieving their goal. And he doesn't know whom to trust.",3.848893,1997-01-31,2154540,103.0,Released,11,George P. Cosmatos,Action,0
42000000,winter fantasy fairy tale hood werewolf,en,Red Riding Hood,"Valerie is in love with a brooding outsider, Peter, but her parents have arranged for her to marry another man – who is wealthy. Unwilling to lose each other, Valerie and Peter plan to run away together when they learn that Valerie's older sister has been killed by a werewolf that prowls the dark forest surrounding their village. Hungry for revenge, the people call on famed werewolf hunter, Father Solomon, to help them kill the wolf. But Solomon's arrival brings unintended consequences as he warns that the wolf, who takes human form by day, could be any one of them.",45.151657,2011-03-11,89162162,100.0,Released,922,Catherine Hardwicke,Fantasy,0
4000000,,en,The Loss of Sexual Innocence,The story of the sexual development of a filmmaker through three stages of his life.,2.866934,1999-04-29,0,106.0,Released,9,Mike Figgis,Drama,0
0,independent film,en,The Open Road,"Minor leaguer Carlton Garret takes an unexpected road trip to track down his estranged father, legendary baseball player Kyle Garret when Carlton’s mother becomes sick. Once reunited, Carlton struggles to deal with the series of misadventures caused by his father’s antics. Attempts at bonding come to a head as the mismatched duo make their way from Ohio back home to Houston to reunite the family.",1.388136,2009-02-07,0,90.0,Released,19,Michael Meredith,Comedy,0
0,,en,The Eclipse,"Michael Farr (Hinds) is a widower living in a misty Irish seaside town who is struggling to adjust to his new role as the sole caretaker of his two children. Still reeling from the death of his wife, he has been plagued by terrifying apparitions. When he volunteers at a local literary festival, he finds himself drawn to Lena Morelle (Hjejle), an empathetic author of supernatural fiction (Hjelje). While Lena tries to help Michael with the mystery of his nightmarish visions, she must contend with problems of her own—she’s being jealously pursued by a self-obsessed novelist (Quinn), her one-time lover. As the three adults’ lives converge, the turbulence of the phantom world will soon have nothing on that of the living.",9.342465,2009-04-24,0,88.0,Released,15,Conor McPherson,Drama,0
200000000,civilization natural disaster end of the world disaster apocalypse,en,2012,"Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.",45.274225,2009-10-10,769653595,158.0,Released,4903,Roland Emmerich,Action,0
0,,en,Call + Response,"Call + Response is a first of its kind feature documentary film that reveals the world’s 27 million dirtiest secrets: there are more slaves today than ever before in human history. Call + Response goes deep undercover where slavery is thriving from the child brothels of Cambodia to the slave brick kilns of rural India to reveal that in 2007, Slave Traders made more money than Google, Nike and Starbucks combined. Luminaries on the issue and many other prominent political and cultural figures offer first hand account of this 21st century trade. Performances from Grammy-winning and critically acclaimed artists move this chilling information into inspiration for stopping it. Music is part of the movement against human slavery. Dr. Cornel West connects the music of the American slave fields to the popular music we listen to today, and offers this connection as a rallying cry for the modern abolitionist movement currently brewing.",0.062089,2008-10-10,0,86.0,Released,1,Justin Dillon,others,1
25000000,fight blindness and impaired vision asylum leader society,en,Blindness,"When a sudden plague of blindness devastates a city, a small group of the afflicted band together to triumphantly overcome the horrific conditions of their imposed quarantine.",17.603823000000006,2008-05-14,19844979,121.0,Released,387,Fernando Meirelles,Drama,1
3400000,depression biography drug,en,To Write Love on Her Arms,"The story follows 19-year-old Renee who has always loved fairy tales: the idea of a princess, a hero and a happily ever after. But Renee’s life is that of a darker tale: she’s a young woman battling addiction, depression and self-injury. In a creative blend of artistic fantasy balanced with harsh reality, the movie follows Renee on her courageous journey towards recovery.",6.7230570000000025,2015-03-13,0,118.0,Released,47,Nathan Frankowski,Drama,1
75000,monster crab actress,en,Queen Crab,"A meteor crashes into a quiet lake in the remote countryside and awakens a centuries-old beast, who tears through a nearby town and its inhabitants, who must fight for their lives and stop this Queen Crab before she can hatch an army of babies.",0.140989,2015-09-29,0,90.0,Released,3,Brett Piper,others,0
50000000,ant child hero shrinking ant-hill children,en,The Ant Bully,"Fed up with being targeted by the neighborhood bully, 10-year-old Lucas Nickle vents his frustrations on the anthill in his front yard ... until the insects shrink him to the size of a bug with a magic elixir. Convicted of ""crimes against the colony,"" Lucas can only regain his freedom by living with the ants and learning their ways.",20.239061,2006-07-27,55181129,88.0,Released,366,John A. Davis,Fantasy,0
12806000,brother brother relationship paraplegic intensive care ladykiller wheelchair,es,Mar adentro,"The Sea Inside is about Spaniard Ramón Sampedro, who fought a 30-year campaign to win the right to end his life with dignity. It is the story of Ramón’s relationships with two women: Julia a lawyer who supports his cause, and Rosa, a local woman who wants to convince him that life is worth living.",17.363739000000002,2004-09-03,38535221,125.0,Released,219,Alejandro Amen\u00e1bar,Drama,1
